id,이름,로스터리,타입,로스팅 포인트,지속가능성,컵 노트,바디감,신맛,단맛,쓴맛,커피 소개,나라,로스터리 소개,로스터리 주소,이름.1,식품의 유형,제조원 및 소재지,유통기한,제조일자,내용량,보관 방법,원재료 및 함량,제품문의 관련 주소 및 전화번호,카페인,로스터리ID
4316,랑케블랙,랑케커피,블렌드,다크,,['null'],5,1,4,4,다크 초콜릿의 달콤쌉싸름한 단맛과 묵직한 바디를 가지고 있어 깊고 진한 커피의 여운을 즐길 수 있는 커피입니다.  샘플 주문 시 아메리카노 캔 같이 보내드립니다.,"브라질, 콜롬비아, 인도, 온두라스",매일 신선한 원두를 로스팅합니다. (주) 랑케는 안산을 대표하는 원두 로스팅 전문 회사입니다. 하이앤드 로스터기 기센 W30A Pro 모델을 아시아 최초로 도입하여 연150톤의 원두를 안정적으로 생산할 수 있습니다. 누구나 편하고 쉽게 커피를 즐길 수 있기를 바라는 마음으로 다양한 커피 취향을 가진 분들이 모두 즐길 수 있는 커피 브랜드를 만들고자 합니다. 한잔의 맛있는 커피로 기분 좋은 하루의 시작과 끝을 함께 하겠습니다.,경기 안산시 단원구 산단로 296 522호,랑케블랙,커피,경기 안산시 단원구 산단로 296 522호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,랑케커피 01089630224,1,20
4767,에티오피아 워르카 우리 워시드,180커피로스터스,싱글오리진,라이트,,['null'],3,3,4,1,레몬그라스와 유자의 플레이버와 꿀같은 단맛이 매력적입니다.,에티오피아,"180커피로스터스는 180도 생각의 전환이라는 뜻을 가지고 있습니다. 우리는 단순한 카페 브랜드이기보다는 커피 로스팅과 커핑, 추출까지 이뤄지는 복합공간이자 올바르고 재밌는 커피 문화 확장을 위해 적극적인 응원을 지원하는 컬처 클럽과도 같습니다. 마니아뿐만 아니라 누구나 즐길 수 있는 스페셜티 커피 문화를 만들어가는데 최선을 다하고 있습니다.",경기 성남시 분당구 문정로144번길 4,에티오피아 워르카 우리 워시드,커피,경기 성남시 분당구 문정로144번길 4,제조일로부터 1년,주문 확인 후 제조,200g / 500g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,180커피로스터스 010-4510-8597,1,0
3218,Campfire (캠프파이어),UFO 커피로스터스,블렌드,미디엄다크,,['null'],5,1,4,3,견과류의 고소함과 후미에 남는 초콜릿한 느낌 큰사이즈 컵이나 묵직한 커피를 찾는분들께 추천,"브라질, 인도",U nique 유니크한 F lavor 향과 맛의 O rchestratiom 조화로움 UFO coffee Co.는 좋은 커피를 만들기 위해 재료 선정부터 많은 노력을 하고 있습니다. 좋은 품질 유지를 위해 우리가 경험하는 커피가 어떤 농부의 손에서 세심하게 관리되어 왔는지 추척가능한 생두를 고집하여 사용합니다. 그리고 신뢰를 바탕으로 두터운 관계 유지와 상생을 도모하는 지속 가능성에 초점을 맞추고 있습니다. UFO coffee Co.는 좋은 단맛과 밸런스를 바탕으로 공감하는 커피를 만듭니다.,서울시 관악구 은천로 39,Campfire (캠프파이어),커피,서울시 관악구 은천로 39,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,UFO 커피로스터스 010-4240-8455,1,4
3438,디카페인,아드프 커피로스터스,디카페인,미디엄다크,공정무역,['null'],4,1,5,4,이산화탄소 초임계 방식으로 만든 디카페인 커피. 맛과 향 손실을 최소화 하였습니다. 디카페인 커피 중 단연 최고입니다.,,"아드프커피로스터스는 A Day of coffee Farm(커피농장의 하루)의 약자로, 일상에서 소소한 하루가 커피를 통해 특별해지는 경험을 선물하고자 합니다.  커피에 대한 진심과 10년 이상 납품의 노하우로 경쟁력 있는 커피를 제공하고 있습니다.",서울 광진구 능동로3다길 1 1층/지하,디카페인,커피,서울 광진구 자양동 79-2 2층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,아드프커피로스터스 010-4277-6875,0,50
4017,디카페인 블렌드 위켄드,커넥츠커피,디카페인,미디엄다크,,['null'],4,1,4,3,고소한 바디감과 카라멜 같은 단맛이 좋은 디카페인 블렌딩입니다. 디카페인이 맛이 없다는 편견은 버리셔도 좋습니다. 아메리카노는 물론이고 라떼 음료에도 잘 어울립니다.,"브라질, 과테말라, 콜롬비아",커피는 우리 일상에서 많은 것들을 이어주는 연결고리 역할을 합니다. 커넥츠커피도 이러한 '연결'을 모토로 삼아 다양한 연결고리로서의 역할을 하려고 합니다. we & customers : 우리가 먼저 고객과 연결되어 소통하려고 합니다. farmers & customers : 여러 나라의 농장에서 생산된 다양한 커피 생두를 고객에게 선보이고 알리고 싶습니다. roasters & customers :국내외 로스터리 카페의 개성있는 원두를 게스트빈으로 소개합니다. people :궁극적으로 커피를 통해 많은 사람들이 행복해지는 문화를 만들겠습니다.,서울 마포구 성지길 60,디카페인 블렌드 위켄드,커피,"경기도 일산동구 성석동 78-2, A동 1층",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커넥츠커피 010-5758-1108,0,84
1332,몽상스,나무사이로,싱글오리진,미디엄,직접무역,"['라임', '블랙티', '건포도', '밀크 초콜릿']",5,4,5,3,달고 부드럽고 바디가 좋은 케냐 커피입니다. 특히 라떼는 정말 맛있습니다.,키리냐가,"2002년에 시작한 나무사이로는 한 잔의 커피로 우리의 일상이 풍요로워지기를 바랍니다. 지속적으로 산지를 방문하여 농부•생산업자와 소통하며 좋은 재료와 논리적인 로스팅, 철저한 품질관리를 기반으로 커피가 가진 다양한 매력을 소개합니다.","경기도 성남시 분당구 석운로 33, 나무사이로",몽상스,커피,"나무사이로, 경기도 성남시 분당구 석운로 33",제조일로부터 1년,별도표기,200g / 1kg,직사광선을 피하고 서늘하고 건조한 곳,아라비카 원두 100%,코케 고객센터 070-4647-1868,1,8
189,과테말라 안티구아 디카페인,리버벨,디카페인,다크,,['초콜릿'],4,1,4,4,다크초콜릿의 단맛과 묵직한 바디감이 느껴집니다.,안티구아,"""그래, 어제 마셨던 그 커피""  편안하고, 안정적인, 항상 곁에 있었던 커피를 추구 하고 있습니다. 카페로서 커피로서 역할에 충실 합니다.  ""커피 한잔의 힘은 생각보다 강하다고 믿습니다.""",서울 관악구 남현2길 18 1층,과테말라 안티구아 디카페인,커피,"리버벨, 서울시 관악구 남현 2길 18 1층",제조일부터 1년 이내,별도 표기,150g,상온 보관,원두커피 100%,코케 고객센터 070-4647-1868,0,26
1713,포트리스 블렌드,노스모크위드아웃파이어,블렌드,미디엄다크,,['null'],4,2,4,4,"농밀하고도 묵직한 맛이 인상적이며 구운견과의 늬앙스, 고소하고 쌉싸름한 다크초콜릿의 진득한 풍미가 처음부터 끝까지 유지되는 단순함이 특징입니다. 수원 화성 안을 거니는 휴식의 순간처럼 온전한 쉼의 기분을 선사하는 커피입니다.","브라질, 콜롬비아",훌륭한 커피에 우연은 없습니다. ‘모든 좋은 커피에는 이유가 있다’라는 원칙을 바탕으로 수원에 문을 연 스페셜티 커피 브랜드 No Smoke Without Fire는 ‘원인이 있기에 결과가 있다’라는 격언에서 이름의 모티프를 얻었습니다. 우리가 찾을 수 있는 가장 신선하고 좋은 생두의 캐릭터를 어떻게 하면 잘 발현 시키는가에 중점을 두고 있습니다.,경기 수원시 팔달구 매산로 139-5,포트리스 블렌드,커피,경기 수원시 팔달구 매산로 139-5,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,노스모크위드아웃파이어 010-2979-2040,1,9
4820,시즈널 블렌드 '가을',연경재,블렌드,미디엄,공정무역,['null'],4,2,4,2,‘시즈널 블렌드 가을’은 고소한 견과류의 향미를 중심으로 밀크 초콜렛과 브라운 슈거의 단맛이 깨끗한 질감과 함께 느껴지는 매력적인 커피입니다.,"브라질, 콜롬비아","맛있는 커피 한 잔으로 사람과 사람 , 과거와 현재 , 또 그밖의 이질적인 것들을 따뜻하게 이어내는 것을 상상하는 VDC연경재의 모든 본질은 '스페셜티 커피'에 있습니다.  연경재는 커피전문가들의 다양한 경험을 바탕으로 체계적인 관리와 서비스를 제공합니다.",부산광역시 중구 중앙대로29번길 6,시즈널 블렌드 '가을',커피,부산광역시 중구 중앙대로29번길 6,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,연경재 010-6662-4474,1,59
4427,파푸아뉴기니 AA 쿠아 블루마운틴 풀리워시드,커스프 커피,싱글오리진,미디엄,,"['무화과', '밀크 초콜릿', '황설탕']",3,3,4,3,"세계 3대 커피인 자메이카 블루마운틴 원종을 파푸아뉴기니 쿠아 마운틴의 1,400m 고지에서 재배한 AA 쿠아 블루마운틴은 국내에 많이 들어오지 않는 파푸아뉴기니 최고 등급인 더블 A 등급의 스페셜티입니다. 블루마운틴 특유의 밸런스와 깔끔하면서도 고소하고 단맛이 충분히 받쳐주는 최고 수준의 커피입니다.",고로카,"커스프는 스텀프타운에서 시작한 20년 경력의 대표 로스터 JAY가 창업한 뉴욕 브루클린의 로스터리 카페 입니다. 커스프는 한국에 로스터리를 구축하여 JAY가 만들어낸 커스프만의 특별한 로스팅 프로파일을 소개하고 있습니다. 뉴욕의 트렌디한 커피 커스프를 경험해보세요!  커스프는 주문 건에 대한 당일 로스팅으로 신선한 원두를 제공해드리고 있으며, 커스프팀 소속의 로스터, 바리스타 한명 한명은 매일매일 진심을 다해 커피를 볶습니다.",서울시 강남구 학동로31길 12 7F,파푸아뉴기니 AA 쿠아 블루마운틴 풀리워시드,커피,"서울시 강서구 공항대로 164, 411",제조일로부터 1년,주문 확인 후 제조,500g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커스프 커피 070-8098-8025,1,85
3401,라 콜리나,피어 커피로스터스,블렌드,미디엄,,['null'],2,3,3,2,"언덕 위에서 가지는 휴식 같은 편안함 신맛, 단맛, 쓴맛의 좋은 균형감과 실키한 질감이 긍정적입니다. 브라운슈가의 단맛과 고소한 견과류의 복합적인 풍미, 산뜻하고 깔끔한 맛을 가지고 있습니다.","과테말라, 과테말라, 브라질","PEER : 당신의 삶속에 더욱 더 가까이 동료,친구 라는 의미를 가지고 있는 PEER는 피어커피의 가장 중요한 가치관으로 브랜드의 애티튜드를 함축적으로 표현합니다. 로스팅 팩토리에서는 철저한 생두 관리와 Quality Control을 책임지고 있지만, 매장에서는 고객들에게 쉽고 편안하게 다가가기 위해 많은 노력을 기울이고 있습니다. 피어 커피로스터스가 로스팅할 때 가장 중요하게 생각하는 부분은 '단맛'과 '클린컵'입니다. 단맛과 클린컵이 뛰어난 커피는 한 잔을 더 마셔도 부담스럽지 않으며, 피어커피로스터스가 지향하는 '편안하게 즐기는 스페셜티 커피'라는 목표에 다가갈 수 있는 방법이라고 생각하고 있습니다.",서울특별시 성동구 광나루로4가길 28 1층,라 콜리나,커피,서울특별시 중구 청구로 123,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,피어 커피로스터스 010-9388-7053,1,104
1086,DCW 블렌드,디카프워크룸,디카페인,미디엄,,"['카라멜', '견과류', '오렌지']",2,2,3,2,"단맛과 고소한 맛을 중심으로 한 방울 떨어뜨린 듯 은은한 산미까지, 풍성한 향미가 둥글게 다가옵니다.","콜롬비아, 에티오피아, 과테말라","카페인에 민감하지만 누구보다 커피를 좋아하는 사람, 오후엔 디카페인 커피가 필요한 사람, 아기를 위해 잠시 커피를 참고 있는 사람, 누구든 언제나 맛있는 커피를 즐길 수 있으면 좋겠습니다.  디카프워크룸은 여러분의 디카페인 생활을 응원하며 맛있는 디카페인 커피를 연구하고 다양한 방식으로 제안합니다.  누구에게나 어울리는 마법 같은 디카페인 커피로 편안한 시간을 선물하겠습니다.",경기도 파주시 꽃아마길 41,DCW 블렌드,커피 원두,"파주시 꽃아마길41, 디카프워크룸",제조일로부터 1년,제조일 별도 표기 (제품 뒷면),200g / 500g,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,커피원두 100%,코케 고객센터 070-4647-1868,0,16
1210,BEIGE 블랜드,컬러드 빈,블렌드,라이트,,"['플로럴', '오렌지']",3,4,5,1,"오렌지쥬스 같은 질감과 화사하고 가벼운 느낌의 바디감, 가볍게 하루를 깨우고 싶으시다면, 이 원두와 함께 시작하시는걸 굉장히 추천드립니다.","에티오피아, 에티오피아","커피 생두에 다양한 색을 입혀, 다채로움을 추구하는 로스터리 컬러드 빈 입니다. 커피에는 다양성이 분명 존재합니다. 로스팅에 의한 다양성 그리고 생두에 의한 다양성인데요, 로스팅과 특별한 생두의 선택이 저희 로스터리를 더 다채롭게 만듭니다. 커피의 맛과 개성을 살리기 위한 로스팅을 적극적으로 활용하며, 마시는 이로 하여금 산뜻한 기분과 분명한 노트를 제공하기 위해 항상 노력합니다. 커피 생두에도 색을 입히듯, 음료에도 우유를 넣어 블랙이 아닌 다른 색상을 입히기도 하는데요. 저희 커피는 특히나 우유와의 조합을 항상 필두로 생각하여 최적의 로스팅과 추출 가이드를 제공합니다.",서울 서대문구 연희로11가길 8-8,BEIGE 블랜드,가공 원두,서울시 서대문구 연희동,제조일로부터 6개월,주문일로 3일이내,200g/1kg,,로스팅 되어진 원두,코케 고객센터 070-4647-1868,1,94
140,클래식 블렌드,엘 카페 커피로스터스,블렌드,미디엄,,"['버터스카치', '메이플', '케인슈가']",3,3,4,2,엘카페커피로스터스의 대표 블렌드로 매일 마셔도 질리지 않는 균형잡힌 맛입니다.,"콜롬비아, 엘살바도르","""Better Coffee. Better Life.""  누군가 커피는 원래 “쓰다”라고 합니다. 실제로 커피는 쓰기만 하지 않습니다. 커피에는 풍성한 향과 달콤한 맛, 다채로운 이야기가 있습니다.  커피체인의 농부, 로스터, 바리스타와 우리의 커피를 사랑하는 사람들의 삶이 더욱 달콤하고 향긋해지도록 오늘도 엘카페 커피 로스터스는 노력합니다.",서울특별시 영등포구 양평동5가 2-1 1층,클래식 블렌드,커피,"엘카페커피로스터스, 서울시 영등포구 양평로21나길 7",제조일로부터 1년,제조일 별도표기,200g / 1kg,건냉한 곳에 밀폐보관,원두커피 100%,코케 고객센터 070-4647-1868,1,58
174,ESPRESSO 3s,한국커피,블렌드,다크,직접무역,"['과일잼', '홍차', '달다']",3,3,4,2,"한국커피는 원두의 재료가 되는 생두 구매를 위해 매해 산지로 떠납니다. ESPRESSO 3s는 매해 들여오는 생두 중 가장 맛있는 것들을 골라 선보이는 한국커피의 시즈널 블렌드 입니다.  ESPRESSO 3s는 과일잼의 단맛과 촉감, 홍차의 풍성한 향이 매력적입니다.","에티오피아, 온두라스","(주)한국커피는 1992년에 신사동에서 매장과 함께 커피를 볶아 판매하며 사업을 시작했습니다.  한국커피는 우리가 마시는 커피의 원재료인 생두를 유통하고 커피 로스팅, 원두 납품을 전문으로 하는 스페셜티 커피 회사입니다.  한국커피의 25년 노하우가 담긴 블렌드 커피, 여러분의 카페와 집에서도 경험해 보세요.",경기도 광주시 오포읍 수레실길 144,ESPRESSO 3s,볶은커피,"(주)한국커피, 경기도 오포읍 수레실길 144",제조일자로부터 1년,별도 표기,200g / 1kg,직사광선을 피하고 서늘하고 건조한 곳에 보관하십시오. 개봉 후 빨리 드시기 바랍니다.,원두커피 100%,코케 고객센터 070-4647-1868,1,108
3450,에티오피아 예가체프 할로베리티 G1 워시드,카페소소한사치,싱글오리진,라이트미디엄,,['null'],2,4,4,2,"플로럴, 오렌지와 핵과류의 산미, 황설탕의 단맛 화사하고 은은한 단맛 그리고 부드러운 촉감이 특징인 에티오피아 커피",예가체프,매일 신선한 커피를 로스팅하는 소소한사치 입니다.  신선한 뉴크롭의 커피로 로스팅한 원두를 큐그레이더가 커핑과 추출까지 품질관리를 하고 있습니다.  항상 정성껏 준비한 커피로 인사드리겠습니다.,경기도 부천시 소사구 호현로 489,에티오피아 예가체프 할로베리티 G1 워시드,커피,경기도 부천시 소사구 호현로 489,제조일로부터 1년,주문 확인 후 제조,500g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,카페소소한사치 010-9340-4364,1,82
57,에티오피아 아리차 스페셜 G1 내추럴,브니엘 커피로스터스,싱글오리진,라이트,직접무역,"['블랙베리', '열대과일', '파파야', '딸기', '체리']",3,4,4,1,아리차 스페셜은 예가체프 지역내에서도 품질이 매우 우수한 농장으로 아리차에서 생산된 내추럴 프로세싱 커피 중에 가장 품질이 우수한 커피를 따로 선별하여 스페셜로 판매하는 상품입니다. 클린컵이 매우 우수하며 기분 좋은 산미와 각종 베리류와 열대과일의 단맛 그리고 밀크 초콜릿의 바디까지 경험할 수 있습니다.,예가체프,"브니엘 커피 로스터스는 스페셜티 커피업이 지향하는 지속가능성을 산지 농부들에게만 관심을 두는 것이 아니라 이 땅의 소외받는 약자들에게 실현하는 것을 목표로 세운 회사입니다. ""컵에서 신의 얼굴을 보았다"" 게이샤 커피가 등장했을 때 심사위원이 했던 저 말처럼 스페셜티 커피를 처음 접하는 사람들께 같은 감동을 드리기 위해 노력합니다.",서울특별시 양천구 신월동 150-14,에티오피아 아리차 스페셜 G1 내추럴,원두커피,"브니엘컴퍼니, 서울시 양천구 가로공원로56길 27-1 1층 브니엘 커피 로스터스",제조일로부터 1년,상단에 표시,200g / 1kg,없음,아라비카 100%,코케 고객센터 070-4647-1868,1,37
1089,마르께,선빌리지 커피,블렌드,다크,,"['구운 아몬드', '밀크 초콜릿']",4,2,4,3,아몬드의 고소함과 밀크초콜릿의 부드러운 단맛,"브라질, 콜롬비아, 에티오피아",'Fresh Roasted Coffee Company' 선빌리지커피는 신선한 뉴크롭 생두를 직수입하여 안정적인 로스팅을 통해 일관적인 원두를 생산 하려고 노력하고 있습니다.  미국에서 로스팅 연수 받은 로스터가 로스팅하며 큐그레이더가 출고 전 무작위 검수를 하여 Q.C 하고 있습니다.,경북 경산시 와촌면 갓바위로 67-2,마르께,커피,경상북도 경산시 와촌면 갓바위로 67-2(와촌면) (우:38400),제조일로부터 1년,주문일로부터 7일이내,1kg,직사광선을 피하고 밀봉하여 실온보관,"커피원두 100%(브라질 40%, 콜롬비아 40%, 에티오피아 20%)",코케 고객센터 070-4647-1868,1,41
280,극야 블렌드,오프사이트,블렌드,다크,,"['다크 초콜릿', '구운 견과류', '카카오닙스']",5,1,4,4,"매일 즐기기 좋은 커피. 강한 쓴맛과 탄내가 없는 다크 로스팅 커피입니다. 다크 초콜릿, 구운 견과류와 무거운 바디감을 가진 커피입니다.","브라질, 에티오피아, 과테말라","[ OFF-SIGHT ] 시각적 이미지는 우리에게 유용한 정보를 가져다주지만 때론 중요한 본질을 놓치게 만들기도 합니다. 커피를 마시는 공간, 그리고 잔 안에 담긴 음료, 그 이상의 가치를 담아내기 위해 오프사이트는 오늘도 노력합니다. 철저하게 테스트를 거쳐 선별된 생두로 로스팅하며, 일반 소비자분들께도 충분히 설득력있는 맛을 표현해드리고자 노력합니다.",경기도 파주시 조리읍 고봉로 929 2층,극야 블렌드,원두,경기도 파주시 조리읍 고봉로 929 2층,제조일로부터 1년,주문일로부터 3일 이내,200g / 1kg,햇빛이 들지 않는 상온에 밀폐 보관,"원두 100%(브라질, 과테말라, 에티오피아)",오프사이트 0507-1399-2781,1,63
3021,스타가이 블랜드,커피가이,블렌드,미디엄,,['null'],3,4,5,3,"부드러운 산미, 달콤한 후미, 헤이즐넛 초코","과테말라, 에티오피아, 브라질","""COFFEE FOR EVERYONE"" 커피, 삶에 풍요로움을 더하다.  커피가이는 언제 어디서든 편하고 맛있는 커피, 한잔을 통해 일상 속 삶에 풍요로움이 더해지기를 바라며 커피를 만드는 회사입니다.",경기도 수원시 팔달구 창룡대로103번길 132,스타가이 블랜드,커피,경기도 수원시 팔달구 창룡대로103번길 132,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커피가이 070-4897-3440,1,88
4841,온두라스 COE#10 아구아 둘세 게이샤 워시드,카페소소한사치,싱글오리진,라이트미디엄,,['null'],3,4,4,2,"쟈스민, 라즈베리, 쥬시, 클린",산타바바라,매일 신선한 커피를 로스팅하는 소소한사치 입니다.  신선한 뉴크롭의 커피로 로스팅한 원두를 큐그레이더가 커핑과 추출까지 품질관리를 하고 있습니다.  항상 정성껏 준비한 커피로 인사드리겠습니다.,경기도 부천시 소사구 호현로 489,온두라스 COE#10 아구아 둘세 게이샤 워시드,커피,경기도 부천시 소사구 호현로 489,제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,카페소소한사치 010-9340-4364,1,82
1589,에티오피아 구지 라요 타라가 워시드,리밀커피,싱글오리진,라이트미디엄,,"['플로럴', '망고', '오렌지', '케인슈가', '살구']",3,4,3,1,오렌지의 달콤함 뒤에 따라오는 꽃향기의 여운이 느껴집니다.,구지,“우리의 커피가 닿으면 느낌표가 떠오를 거예요”  리밀커피는 커피를 통해 만들어질 수 있는 다양한 감동을 전달하기 위한 가장 좋은 방법을 생각합니다.,서울시 마포구 동교로22길 21,에티오피아 구지 라요 타라가 워시드,볶은커피,"서울시 마포구 동교로22길 21,1층 리밀커피",제조일로부터 3개월 이내,주문일로부터 7일 이내,200g / 400g,-,커피원두 100%(에티오피아산),코케 고객센터 070-4647-1868,1,25
1093,피어투피어,피어 커피로스터스,블렌드,미디엄,,"['오렌지', '밀크 초콜릿', '케인슈가', '블랙티']",2,3,3,1,"가족과 친구에게 건네 듯, 한 잔의 ‘차’와 같은 블렌딩입니다. 시트러스 한 과일 계열의 산미와 산미를 잘 받춰주는 단맛의 균형이 조화롭습니다. 부드럽고 편안하여 좋은 밸런스를 느낄 수 있는 데일리 커피 블렌딩입니다.","에티오피아, 과테말라, 케냐, 코스타리카","PEER : 당신의 삶속에 더욱 더 가까이 동료,친구 라는 의미를 가지고 있는 PEER는 피어커피의 가장 중요한 가치관으로 브랜드의 애티튜드를 함축적으로 표현합니다. 로스팅 팩토리에서는 철저한 생두 관리와 Quality Control을 책임지고 있지만, 매장에서는 고객들에게 쉽고 편안하게 다가가기 위해 많은 노력을 기울이고 있습니다. 피어 커피로스터스가 로스팅할 때 가장 중요하게 생각하는 부분은 '단맛'과 '클린컵'입니다. 단맛과 클린컵이 뛰어난 커피는 한 잔을 더 마셔도 부담스럽지 않으며, 피어커피로스터스가 지향하는 '편안하게 즐기는 스페셜티 커피'라는 목표에 다가갈 수 있는 방법이라고 생각하고 있습니다.",서울특별시 성동구 광나루로4가길 28 1층,피어투피어,볶은 커피,"피어커피 로스터스, 서울시 성동구 광나루로 4가길 38 1층",제조일로부터 1년,상품후면표기,1000g,직사광선을 피하고 서늘한 곳에 보관하십시오,커피원두 100%,코케 고객센터 070-4647-1868,1,104
3075,시그니처 블랜드 000 디카페인,라운지엑스,디카페인,미디엄다크,,['null'],3,1,5,2,"밀크 초콜릿, 아몬드 그리고 브라운슈가의 향미가 어우러져 깊은 풍미와 함께 부드러운 여운을 느끼실 수 있습니다.",과테말라,"15년 후에는 어떤 커피를 마시게 될까, 상상해본 적 있나요?"" 너무 멀지도, 너무 가깝지도 않은 미래의 커피를 소개합니다.",서울특별시 성동구 아차산로17길 48 SK V1CENTER 401호,시그니처 블랜드 000 디카페인,커피,서울특별시 성동구 아차산로17길 48 SK V1CENTER 401호,제조일로부터 1년,주문일 기준 2주 내 로스팅 상품 출고,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,라운지엑스 070-5161-0005,0,19
4694,스윗탱고,커피네츄럴스페셜티,블렌드,다크,,['null'],5,1,5,4,바디감 있으며 호불호가 없는 커피 아메리카노와 라떼 모두 잘어울리는 원두,"브라질, 과테말라","커피네츄럴스페셜티는 15년 이상 커피산업에 종사하면서 쌓은 노하우와 커피업계 다양한 대회에서 많은 수상 이력과 심사경력을 가지고 있는 로스터리 업체로, 카페 창업 컨설팅, 원두 납품, 바리스타 교육, 카페 운영 등을 주사업으로 하고 있습니다.특히 500평 이상 대형 베이커리 카페 컨설팅에 전문성을 가지고 있습니다.",,스윗탱고,커피,경기도 고양시 덕양구 행신동 741-17 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커피네츄럴스페셜티,1,89
3516,Decaf 디카페인,클라리멘토,디카페인,미디엄,공정무역,['null'],4,4,4,2,"디카페인인지 모를정도로 풍부한, 끈적하고 달콤한 꿀같은 맛이예요.",콜롬비아,클라리멘토는 밝고 선명한 스페셜티커피를 지향합니다. 다채로운 빛을 담고 있는 커피 한잔이 주는 즐거움을 경험할 수 있는 로스터리입니다.,경기 고양시 덕양구 의장로 29-31 1층,Decaf 디카페인,커피,경기 고양시 덕양구 의장로 29-31 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,클라리멘토 010-9290-5005,0,97
3161,라까프 에스프레소 블렌드,라까프,블렌드,미디엄다크,공정무역,['null'],4,3,4,3,크랜베리 피칸파이의 풍미와 크리미한 다크초콜릿의 향미가 층층이 쌓인 듯한 느낌의 에스프레스용 블렌드입니다. 화이트 커피로 즐기시면 견과류의 맛이 더욱 부각됩니다.,베트남,"""New wave of Vietnamese Coffee"" 한국에서는 찾아볼 수 없던 최상급 베트남 커피와 그 속의 담긴 이야기를 전합니다. 라까프는 최고 품질의 커피를 재배하고 가공하는 6개 농장들과 파트너십을 맺고 직공정거래를 통해 생두를 안정적으로 공급 받습니다. 베트남 커피 그리고 파트너 농장의 커피만을 사용하기에 균일한 품질을 유지할 수 있습니다. 커피의 최초 생산자와 그 어떤 로스터리보다 밀접한 관계를 유지하기에 직접적으로 커피농장에서부터 한 잔의 커피가 되는 모든 과정에 라까프가 함께 합니다. 라까프 로스터리는 HACCP인증을 받았으며, 석발기와 선별기를 사용함과 동시에 색도, 밀도, 수분함량 등을 확인하여 고품질의 균일한 원두 공급을 위해 최선의 노력을 다합니다.",서울특별시 광진구 면목로 5-1 1층 102호,라까프 에스프레소 블렌드,커피,서울특별시 광진구 면목로 5-1 1층 102호,제조일로부터 1년,제조일 전면 표기,250g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,라까프 070-8098-2019,1,17
